,spy_raw-s-delta,spy_volume-delta,spy_ewm_last20_volume_base_s,spy_ewm_last20_raw_s,spy_ewm_volume_base_s,spy_ewm_raw_s,spy_ewm_s_dispersion,spy_mean_volume_base_s,spy_mean_raw_s,spy_mean_s_dispersion,spy_daily_min_raw_s,spy_daily_q1_raw_s,spy_daily_mid_raw_s,spy_daily_sd_s_volume,spy_volume_base_s_coff,spy_raw_s_coff,spy_s_dispersion_coff,spy_volume_base_s_deg,spy_volume_base_s_delta,spy_s_dispersion_delta,spy_volume_base_s_z,spy_raw_s_z,spy_s_volume_z,spy_s_dispersion_z,spy_volume_base_s_MACD_ewma12-ewma26,spy_raw_s_MACD_ewma12-ewma26,spy_s_volume_MACD_ewma12-ewma26,spy_s_dispersion_MACD_ewma12-ewma26,future_raw-s-delta,future_volume-delta,future_ewm_last20_volume_base_s,future_ewm_last20_raw_s,future_ewm_last20_s_volume,future_ewm_last20_s_dispersion,future_ewm_volume_base_s,future_ewm_raw_s,future_ewm_s_volume,future_mean_volume_base_s,future_mean_raw_s,future_mean_s_volume,future_daily_min_raw_s,future_daily_mid_raw_s,future_daily_sd_s_volume,future_daily_sd_s_dispersion,future_volume_base_s_coff,future_raw_s_coff,future_s_dispersion_coff,future_volume_base_s_deg,future_volume_base_s_delta,future_s_dispersion_delta,future_volume_base_s_z,future_raw_s_z,future_s_volume_z,future_s_dispersion_z,future_volume_base_s_MACD_ewma12-ewma26,future_raw_s_MACD_ewma12-ewma26,future_s_volume_MACD_ewma12-ewma26,future_s_dispersion_MACD_ewma12-ewma26,today_Return,todayclassret
2015-09-01,-0.06396233062330621,0.5352303523035231,-0.03713901276206078,-0.10872677144811661,-0.0011965134335730331,0.012096350516535943,0.966924770578084,0.0006622663139329805,0.018788888888888883,0.9634592592592593,-1.1,-0.20750000000000002,0.0,1.8018646544514894,0.06379553571428574,0.4423125000000001,15.383375000000008,2.0,-0.029041658298040406,-0.0020529358626920624,-0.8512242346895139,-0.540740762185982,1.0176380200397401,-0.4705969063399088,-0.002060743965139767,0.0021160019505860606,0.08181170657507897,0.0019363071315902092,-0.017334603658536576,0.14557926829268286,-0.05029119074793861,-0.04419925139319365,1.1330247012020098,0.9997855373855935,-0.029525702182468222,-0.028818079423874533,1.2200353809725202,-0.031523437499999994,-0.030968749999999993,1.21875,-0.75,0.0,0.4869324127670847,0.06250000000000001,-0.2521875000000001,-0.24775000000000005,7.937500000000003,1.0,-0.02059660823170731,0.004382621951219523,-0.11732682339387246,-0.09287205338176414,1.0918038086708817,-0.2664175978080851,-0.009166482927850054,-0.012722664267785608,0.016780798110197725,-0.0006790429841200263,-0.029847695956370063,-2
2015-09-02,0.0522111111111111,-0.606280193236715,0.01351603944797058,-0.004314468166265414,0.038261220804550855,0.06905041456719099,0.9724354454990849,0.03988782608695653,0.07099999999999998,0.9723173913043478,-1.675,-0.14475,0.026000000000000002,1.2606410561349881,0.5884174348252582,1.0713551618452684,11.00134407839561,2.0,0.03922555977302355,0.008858132045088452,0.44725765357324937,0.49131495059605956,0.11092015584356682,0.0616925913777277,-0.0006124428845882476,0.0035361722787289676,0.07071316076310308,0.0017885310957995726,-0.008075694444444444,-0.0854166666666667,-0.08638348096554278,-0.09302558206394533,1.1012300164401638,1.0,-0.04214285945584679,-0.041755358912878036,1.1341699866154147,-0.039885185185185176,-0.03904444444444444,1.1333333333333333,-0.65,-0.025,0.4045199174779453,0.0,-0.14519259240363785,-0.11932426932522992,5.6568542494923815,2.0,-0.008361747685185182,0.0078125,-0.1958708531490629,-0.16268434999777467,0.21161060595689682,0.6956843319756645,-0.009656175386539116,-0.01233738657673793,0.014782104864770051,-3.102165185886463e-05,0.018981070678811607,2
2015-09-03,0.005736607142857189,0.09328416149068319,0.0608651781780271,0.055457598099354695,0.038955622219330625,0.07483199835291854,0.9770048717468025,0.03887999220521541,0.07673660714285717,0.9792500000000002,-1.5,-0.12925,0.016,1.284103954533045,0.46556415549594576,0.9241001746631696,11.17087292918508,2.0,-0.0010078338817411173,0.006932608695652376,0.43419896844677486,0.6040761475603769,0.2079531460610009,0.4582234052664858,0.0004509399903161876,0.005048388663654903,0.06838412321377074,0.0021852225035691175,0.07884444444444445,0.00952380952380949,0.002668040160355631,-0.017690744634754434,1.1166766228197824,0.9961196646337691,0.042243297766254816,0.03825681123102976,1.1425190780545156,0.04408809523809526,0.039800000000000016,1.1428571428571428,-0.887,0.0,0.39141935278017215,0.039801112690835305,0.3677708333333335,0.3767500000000002,7.958375000000002,2.0,0.08397328042328044,-0.004757142857142793,0.5158282462341514,0.41298248629172146,0.25853803817267673,0.13368230620431817,-0.003474060917405472,-0.005833780203437744,0.013779964887186358,0.00011098306935242164,0.0007164372198687125,0
2015-09-04,-0.10942859026522006,0.0760058770343579,0.004708072921742654,0.043250030548512286,-0.014622241370128552,-0.025051838893295035,0.9783512797045429,-0.02015042194092828,-0.03269198312236289,0.9764894514767932,-1.3119999999999998,-0.25,0.0,1.4209862377964348,-0.3910952890146633,-0.6300321420372142,10.99170974850194,2.0,-0.05903041414614369,-0.0027605485232069515,-1.505626379733483,-1.5273757528211822,0.2718042448108967,0.283180082790453,-0.0032717086837114884,-0.0022602113345411706,0.07163543600716249,0.0022579803016017364,-0.08695254237288136,0.09443099273607758,0.04932187809538567,0.053707713217360245,1.1852298940985264,0.999608607136873,-0.023136538164859867,-0.03893632939628299,1.233477893066191,-0.030122881355932225,-0.04715254237288135,1.2372881355932204,-0.8370000000000001,0.0,0.5362379506193077,0.06509445549041191,-0.6282201809104235,-0.8331485649330499,5.568465901844064,2.0,-0.07421097659402748,-0.003717433414043625,-0.21343786086762548,-0.3344717645142602,1.1398647390803531,-0.2907805033640227,-0.004314211149597673,-0.007377294819454927,0.02011613310653404,-6.564672248665637e-05,-0.015136829223167234,-1
2015-09-08,0.048054314288754105,0.6157037982764124,0.10758469071489013,0.11507490060574958,0.08199672870679703,0.13190455247849595,0.9668863477578965,0.085608605018771,0.13904149377593358,0.9666224066390041,-1.464,-0.073,0.12,1.1017401048543785,1.005368840908416,1.740631730238336,10.913132507442587,2.0,0.006283818693984686,-0.016287849771252305,1.6625474331552526,1.6712397287550063,-0.07299334125261736,-0.4022447313776094,0.000637959912562748,0.000602968821894985,-0.0819337715386137,0.0023871063587008745,0.09512962962962963,0.05555555555555558,0.029654855992245047,0.02609290741423563,1.0675366533881492,1.0,0.028334017047659518,0.027399418913013774,1.0569933206460025,0.027685185185185184,0.02712962962962963,1.0555555555555556,-0.65,0.015,0.23121228232266408,0.0,0.2620714507772643,0.29592418792657027,5.6568542494923815,2.0,0.09568518518518519,0.0,0.3351479432688045,0.3097095772376522,-0.5410149335516601,0.6719335027098479,0.012145879501902317,0.011449078823803546,-0.014648243666438798,0.0013794591531185452,0.02473514772628985,2
2015-09-09,-0.08101927155371133,0.24241585984324576,0.07681557039977821,0.10164601067721556,0.03511365635514562,0.05409938488617476,0.9774351654232273,0.036414074074074064,0.05802222222222226,0.9751866666666666,-1.9340000000000002,-0.11699999999999999,0.0,1.2468213553125775,0.5304994968895702,0.8608141177469737,11.026446369127733,2.0,-0.04919453094469694,0.00856426002766253,0.35295065097783623,0.2577345164507942,0.254987006776425,0.10668561987695417,0.0016168645866617808,0.0017341628343617715,-0.048565222715108325,0.00215927872389865,0.01398327359617682,0.18637992831541217,0.09892636102094853,0.10785777751961932,1.268518126889967,0.9982720078950659,0.0337043529247728,0.046224820432298246,1.2484468535457536,0.029075806451612903,0.04111290322580645,1.2419354838709677,-0.65,0.0,0.6449166643576172,0.025400025400038086,0.04065863991822643,0.08043339635996972,5.6568542494923815,2.0,0.0013906212664277183,-0.003225806451612967,0.3273349324771981,0.415810781558498,1.1767311935986422,0.2701559982805644,0.011935161975200361,0.012528304046652589,-0.001581438249356637,0.0012880267413478697,-0.01337182846377336,-1
2015-09-10,-0.008316865079365098,0.04950396825396819,0.07998267679702446,0.24221967257798346,0.031580258289132815,0.06572767170936969,0.9777151815011846,0.027114721513605444,0.04970535714285716,0.9756339285714286,-1.81,-0.226,0.016,1.3961989100914953,0.2102887164106032,0.14292395814733094,10.950167225107233,2.0,-0.00929935256046862,0.00044726190476196415,0.10796829115100506,0.10696228711014784,0.2837076744154974,-0.025656774839388587,0.0016390506691004794,0.0019509807723843212,-0.018011238351024916,0.001991071329069616,-0.09848132427843802,-0.005093378607809784,-0.013811578282607095,-0.01696021086817374,1.1982087745820826,0.9881065098307278,-0.0320331077320265,-0.054092222420452446,1.2431363224158545,-0.033708333333333326,-0.05736842105263157,1.236842105263158,-1.5,0.0,0.5625755309913287,0.0805681579172283,-0.2356041666666668,-0.4683750000000002,7.8750000000000036,2.0,-0.06278413978494624,-0.00993208828522918,-0.5216559816134775,-0.6448612669630618,1.0458515650698552,-0.9581322297327933,0.006732146431280158,0.005541929264862126,0.008272791376020772,0.00042629979702712983,0.005441824724536203,1
2015-09-11,-0.012792536630036648,-0.16403388278388276,0.03250496733481406,0.06473449970894822,0.016297523563055034,0.05005762819212844,0.955945744482779,0.01006684870684871,0.036912820512820514,0.9582461538461539,-1.262,-0.2,0.0,1.4338898771354514,-0.057706877275243124,0.24501249968113875,11.032456776767816,2.0,-0.017047872806756736,-0.01738777472527475,-0.2746019449423968,-0.0744076436858949,-0.013387273057618674,-1.584469351507332,0.0003046370202890551,0.001098184132978422,-0.006701507827840958,0.000476935405696155,-0.03647940503432494,-0.0846681922196797,-0.018343870565118745,-0.057467957772427004,1.195913342426669,1.0,-0.07453277033627903,-0.0925233622277095,1.1551959492523678,-0.07673913043478253,-0.0938478260869565,1.1521739130434783,-0.733,-0.075,0.36315844747302034,0.0,-0.6401968020167705,-0.7226631303726518,5.6568542494923815,2.0,-0.043030797101449206,0.013157894736842146,-1.012697972913489,-0.9704680459734919,0.20341230948974925,0.7529371259003349,-0.0007846820619051147,-0.0028457646299556707,0.009275610477595064,0.0007753838014021852,0.004544288857462453,0
2015-09-14,0.00298953792502174,0.5358326068003487,-0.03461033932298729,-0.003353116178547651,0.021734887642426027,0.043898362997358574,0.9695193939226356,0.029288468468468457,0.048054054054053996,0.968291891891892,-1.625,-0.1,0.0,1.0087164186038546,0.41949993677368436,0.49753800891238475,11.026446369127731,2.0,-0.014961531531531548,-0.03170810810810798,0.25182943436467214,0.13565454794293869,-0.3862331979526241,-0.6470939651152731,0.0004957597907910248,-0.0011072849349743966,-0.0914636853505093,0.0018012315521904743,-0.11803611111111112,0.0888888888888888,0.04661597297397354,0.0424994010761072,1.1193883284514459,1.0,0.04094295162105784,0.03765985216165584,1.0928103440062518,0.041188888888888886,0.03808888888888889,1.0888888888888888,-0.4,0.0,0.28779903201415186,0.0,0.32544589604110863,0.3302188668141178,5.6568542494923815,2.0,-0.11493611111111113,0.0,0.3081063297891096,0.2678635547053422,-0.34455565638101754,0.7000965512237227,0.017442166944283022,0.016808108195476103,-0.01051592575319571,0.001374156821553063,-0.0037105315718575877,0
2015-09-15,0.043543168168168264,0.24254254254254248,0.08534914053424804,0.17670816796568287,0.04715448432244639,0.09272066673148753,0.965263095452507,0.054725341710758386,0.09159722222222226,0.9672037037037038,-1.375,-0.101,0.006,1.1815404768197655,0.7974647158482964,0.8880377288226557,11.023617942002986,2.0,0.02543687324228993,-0.0010881881881882327,0.9003960366070604,0.8707616948712994,-0.011390571023384232,-0.6991928476625331,0.0029347636670831144,0.003061032116171182,-0.07032700172715312,0.0009598088884569256,-0.022222222222222227,0.0,0.012455651486694032,0.009793571959875362,1.1010323752605662,0.9983975650717748,0.011150166991962595,0.01473314155925034,1.0889600749289978,0.01175555555555555,0.01586666666666666,1.0888888888888888,-0.65,0.0,0.2877990320141519,0.07453559924999298,0.06576093065034892,0.1025304832720494,5.568465901844064,2.0,-0.029433333333333336,-0.011111111111111072,-0.018842637100978596,0.06073558691854377,-0.3316002260509187,-0.6839740622405578,0.014008126209614072,0.01410201934140369,-0.010219269363346273,0.0005937910834382665,0.012499423817650323,1
2015-09-16,-0.04165662816281632,-0.006417308397506538,0.0092841364419176,-0.017760170939417518,0.023869102027729357,0.04838244563267559,0.969600871732392,0.02830440829797265,0.04994059405940594,0.9697079207920792,-1.083,-0.122,0.0,1.2135630734472833,0.3390665404137146,0.4714634463561308,11.019110136272921,2.0,-0.026420933412785737,0.002504217088375449,0.13767495235891686,0.0790218600781944,0.06662293967373699,-0.4653148390457367,0.0027325027027558235,0.0030129201110343715,-0.04939085724431869,0.00048682322029647285,-0.005116666666666662,-0.03888888888888875,0.03754529633123118,0.03301924489988969,1.0248844757451174,1.0,0.01633773811050298,0.010062301925753659,1.0491777989790096,0.0169625,0.01075,1.05,-0.8,0.0,0.22072142786315227,0.0,0.06832419273215024,0.024395183950935928,5.6568542494923815,2.0,0.005206944444444448,0.011111111111111072,0.02470202170681328,-0.0013051749643006494,-0.6335379698708326,0.7426144219500597,0.011567980784946152,0.011418578543762437,-0.012930625772449078,0.0008501500441312482,0.008666663001778275,1
2015-09-17,0.04460940594059405,0.024009900990099142,0.15660103429454691,0.22906868932269356,0.05698195962447262,0.11381758121239137,0.9579254567520732,0.04774201785714285,0.09455,0.957525,-1.325,-0.05025,0.056999999999999995,1.2438289885526137,0.37291317455806383,0.6851864709697648,10.861336935720672,2.0,0.019437609559170198,-0.012182920792079277,0.6295265633267635,0.839468688516908,0.0685541250117533,-1.376549236357187,0.004074092209516683,0.00645500488590614,-0.030535571087388025,-0.0008489677790448624,-0.041539473684210536,0.02894736842105261,-0.049832324438793624,-0.03270708472670638,1.0752833923126135,1.0,-0.04801036380342858,-0.02923257687584595,1.0806720286033702,-0.049184210526315796,-0.030789473684210537,1.0789473684210527,-0.75,0.0,0.2732763127330939,0.0,-0.21248558774655762,-0.08891867773420842,5.6568542494923815,2.0,-0.0661467105263158,0.0,-0.7142325586022152,-0.39699573192408066,-0.3898438301803792,0.7426144219500597,0.004313640173986248,0.005913837685533286,-0.012626480835652876,0.0010412555863523743,-0.002247961912957167,0
2015-09-18,-0.04062806691449814,0.4281598513011151,0.07210692099848301,0.20478075353068192,0.02599164110327267,0.08798381344574106,0.9684508066366327,0.012156116126748082,0.053921933085501854,0.9728698884758367,-1.3119999999999998,-0.201,0.0,1.4576737423983426,0.13251116071428584,0.6757500000000004,15.556375000000008,2.0,-0.03558590173039476,0.015344888475836704,-0.3512767705500832,0.07098772850062927,0.7187330250087551,-0.040210205955830775,0.002272544511825597,0.0058741027300063045,0.01834367195279918,-0.000675707618262078,0.04240947368421054,0.04105263157894745,0.011331740631804572,0.01812035973723635,1.1721683914991425,1.0,0.011432448407670584,0.013060538109622209,1.124738128249743,0.010399999999999996,0.011619999999999998,1.12,-0.65,0.0,0.38544964466377263,0.0,-0.017677669529663657,-0.0540936687607709,5.6568542494923815,2.0,0.059584210526315795,0.0,-0.04139911023840478,0.007194029887774675,-0.026565347489004076,0.7426144219500597,0.003279993353364168,0.004878223336497633,-0.00900706463879919,0.0011790682437263778,-0.01625694219710387,-1
