,spy_raw-s-delta,spy_volume-delta,spy_ewm_last20_volume_base_s,spy_ewm_last20_raw_s,spy_ewm_volume_base_s,spy_ewm_raw_s,spy_ewm_s_dispersion,spy_mean_volume_base_s,spy_mean_raw_s,spy_mean_s_dispersion,spy_daily_min_raw_s,spy_daily_q1_raw_s,spy_daily_mid_raw_s,spy_daily_sd_s_volume,spy_volume_base_s_coff,spy_raw_s_coff,spy_s_dispersion_coff,spy_volume_base_s_deg,spy_volume_base_s_delta,spy_s_dispersion_delta,spy_volume_base_s_z,spy_raw_s_z,spy_s_volume_z,spy_s_dispersion_z,spy_volume_base_s_MACD_ewma12-ewma26,spy_raw_s_MACD_ewma12-ewma26,spy_s_volume_MACD_ewma12-ewma26,spy_s_dispersion_MACD_ewma12-ewma26,future_raw-s-delta,future_volume-delta,future_ewm_last20_volume_base_s,future_ewm_last20_raw_s,future_ewm_last20_s_volume,future_ewm_last20_s_dispersion,future_ewm_volume_base_s,future_ewm_raw_s,future_ewm_s_volume,future_mean_volume_base_s,future_mean_raw_s,future_mean_s_volume,future_daily_min_raw_s,future_daily_mid_raw_s,future_daily_sd_s_volume,future_daily_sd_s_dispersion,future_volume_base_s_coff,future_raw_s_coff,future_s_dispersion_coff,future_volume_base_s_deg,future_volume_base_s_delta,future_s_dispersion_delta,future_volume_base_s_z,future_raw_s_z,future_s_volume_z,future_s_dispersion_z,future_volume_base_s_MACD_ewma12-ewma26,future_raw_s_MACD_ewma12-ewma26,future_s_volume_MACD_ewma12-ewma26,future_s_dispersion_MACD_ewma12-ewma26,today_Return,todayclassret
2015-08-18,-0.13655909414789807,-0.08026890548034316,-0.0653989041988262,-0.1478189840010124,-0.032976969071579904,-0.06455953742081152,0.9667033691524888,-0.026370710059171597,-0.05089940828402368,0.9680532544378698,-1.375,-0.3,0.0,0.9250589222207214,-0.1807026110713498,-0.2892066735052981,11.085489785356808,2.0,-0.07373933384376398,-0.006993865980978398,-1.7725651097964936,-2.1021512082319864,0.18450042933712485,0.38513723281380197,-0.002965447185814322,-0.004866815790591644,-0.004083719468408464,0.0018626570298566625,-0.035875,-0.0887500000000001,0.020019031181110213,0.013332499475420895,1.044576878037929,1.0,0.013218662260621131,0.008352817758797522,1.032438963345491,0.011812499999999997,0.007124999999999999,1.03125,-0.47700000000000004,0.0,0.17677669529663687,0.0,0.06682159082212877,0.040305086527633205,5.6568542494923815,1.0,-0.027547500000000003,0.010000000000000009,0.11250884509812101,0.0706705104606879,-0.6777401482807313,0.39422313479968923,-0.005726411914458303,-0.005753711740924716,-0.0049683357398426775,0.0011418803203745442,-0.0028966238263319452,0
2015-08-19,0.1157397838708781,0.4960691168708504,0.05284754386320963,0.116934288710558,0.03131334263567966,0.06415360374936913,0.9783639652637411,0.033636658841940545,0.06484037558685443,0.9791924882629108,-0.9390000000000001,-0.187,0.0,1.3283301471075504,0.48484691532921365,0.9366513200292309,11.134103376563383,2.0,0.06000736890111214,0.011139233825041006,0.057194750738161555,0.4015491201977305,1.563537348827574,0.948032106059092,-0.002270455378185224,-0.002562586476710836,0.03409322300559969,0.0028216639504401453,-0.0032629310344827614,0.037715517241379226,-0.036285173893199275,-0.03806501946497687,1.0875319995409531,1.0,-0.003434374319398533,0.0023220507315140876,1.07188459370657,-0.0020603448275862118,0.003862068965517238,1.0689655172413792,-0.8,0.0,0.25560859370538297,0.0,0.1530886181268876,0.2068287334970652,5.6568542494923815,2.0,-0.013872844827586208,0.0,0.028043739197845485,0.08083683266853842,-0.11463389664735829,0.39422313479968923,-0.003980612430868093,-0.0036266176649897234,-0.004532115875602871,0.0012981964677831748,-0.007905462575587099,-1
2015-08-20,-0.06921742476718229,0.09574386207958119,-0.04893487287780952,-0.1346457107274655,-0.0023346000582202334,-0.0007087871040973436,0.9783541542889796,-0.003122222222222224,-0.004377049180327856,0.9777377049180328,-1.75,-0.3,0.0,1.5084372214231643,0.03894685225210409,-0.0035355339059326973,11.008857087945714,2.0,-0.036758881064162766,-0.00145478334487803,-0.9819044957063413,-1.0339555204695974,1.68346956281663,0.8704070580712163,-0.004330517492721817,-0.00568540981916469,0.07030969748748062,0.0034325190745463363,0.02966100795755968,0.05411140583554386,0.08851565312269176,0.10541027823138159,1.228994034930267,1.0,0.03492375773271291,0.03679550253292394,1.1303661786043355,0.032192307692307694,0.03352307692307692,1.123076923076923,-0.75,0.0,0.3310821417947283,0.0,0.2615625000000001,0.27237500000000014,8.000000000000002,2.0,0.03425265251989391,0.0,0.31426972571998074,0.3219654826303396,0.7127579390371841,0.46722606519781684,-0.00012373989994530002,0.00019511181089330865,-0.00026994063954921543,0.0014049498463221122,-0.020881364505712357,-2
2015-08-21,0.021109391187762803,1.114022792370041,0.017128031245123524,-0.016757325568806918,0.0079374812638005,0.012709197789941023,0.9740977379437554,0.0072332124456121714,0.016732342007434946,0.9751524163568774,-1.797,-0.25,0.0,2.469155073727481,0.10866984257518805,0.32537500000000025,15.592187500000009,2.0,0.010355434667834396,-0.0025852885611553633,-0.8998666937131526,-0.7078271813893642,3.488454911228154,0.8495904618886071,-0.00514099665271513,-0.006534117821743568,0.17805539259052794,0.0036828457674533688,-0.0572948160535117,0.18127090301003346,-0.03243338974413288,-0.019168493916161707,1.3848120592629043,0.9920956897194397,-0.018210339939016475,-0.020298856836095985,1.3124806110615903,-0.01946376811594203,-0.02377173913043478,1.3043478260869565,-1.25,0.0,0.5691545770988622,0.11397248643265051,-0.14445833333333347,-0.2852500000000001,7.750000000000003,2.0,-0.05165607580824973,-0.02717391304347827,-0.03111009513843348,-0.06649775279176436,2.751593378869628,-2.4765742414463,-0.0008367516335508474,-0.0009555051066578498,0.01612588308628249,-0.0004869702344154625,-0.030102460998666793,-2
2015-08-24,-0.008577784191646416,1.2920830557406173,0.08425083757252229,0.20485588433654148,0.014107488011446087,0.059453404849945775,0.9752224075326228,-0.0002767296944821597,0.023713355048859918,0.9776058631921825,-2.191,-0.307,0.017,2.469155073727481,-0.13177998910811414,0.12668750000000006,15.592187500000009,2.0,-0.0374581642936383,-0.022394136807817544,-0.9969571236467322,-0.417163209977333,3.1053229257796455,0.7066215600187988,-0.005798317720152171,-0.006959101420011028,0.186451095356595,0.0056465472999199795,-0.031396039603960396,0.35643564356435653,-0.01456738860940449,-0.019002216799902067,1.5105612997010158,0.9998407340452605,-0.014120051048662203,-0.03261923872620715,1.3783625286790464,-0.01379290429042904,-0.031396039603960396,1.3564356435643565,-1.067,0.0,0.8195627909543184,0.016617121076506813,0.07296875000000004,-0.06512499999999999,7.979125000000002,2.0,-0.01379290429042904,-0.001653465346534655,0.02810046162500427,-0.12466607724764583,2.707592439942256,0.3461001176485752,-0.0005661969081775034,-0.00204120377113985,0.019537319193128733,0.0005875318162069654,-0.030102460998666793,-2
2015-08-25,0.08326155534540525,-1.3037838721352433,-0.032374937618747955,-0.06785776821264189,0.04232479897437727,0.10014233178783774,0.9698335729694328,0.04920305512886158,0.10697491039426517,0.9745483870967744,-1.7790000000000001,-0.119,0.075,1.5219782631414793,0.8874366071428577,1.921062500000001,15.556187500000009,2.0,0.04947978482334374,-0.0030574760954080737,0.8167333131682153,1.5445597917942664,0.9340057037101392,0.5036492630470933,-0.0029233268796715443,-0.0005129270252819257,0.19469311541649548,0.005128658476748704,0.09272235539343407,-0.23011985409067237,0.01026471374713307,0.01964583593947222,1.1180191671637965,0.9976284929762951,0.059214224854545874,0.0661454884911899,1.1242223883021454,0.05576491228070174,0.06132631578947367,1.1263157894736842,-1.0390000000000001,0.0,0.36443209282382805,0.07216070158544381,0.3025208333333335,0.3168750000000001,7.937500000000003,2.0,0.06955781657113078,-0.008872850442939062,0.6569471331227144,0.6893178729524058,0.38281147927075815,-0.887473495723473,0.004412560678650946,0.0036466460999772703,0.018211573426428096,6.438269746666947e-05,-0.011767788918207353,-1
2015-08-26,-0.059835287752755734,0.16365726651788748,0.012092359731311527,0.053549958361011014,0.026741297189033304,0.04988038396644287,0.9580543981594316,0.03000828990715783,0.047139622641509435,0.9536150943396228,-1.5,-0.203,0.0,1.5759321163834525,0.4947706349206352,0.7345000000000003,15.231750000000009,2.0,-0.019194765221703748,-0.02093329275715161,0.14358530990806212,0.13269432583711885,1.1077779629545417,-0.6521724554852228,-0.0020710736927180076,7.746145432868667e-05,0.19469311541649548,0.00310583928510777,-0.040164153627311516,0.10341394025604567,0.0593533038416335,0.10300243111483004,1.1614671000588022,0.9881729307885005,0.008571622111831831,0.02611984261251457,1.2289341120294335,0.006344594594594586,0.02116216216216216,1.2297297297297298,-0.5870000000000001,0.0,0.42353040994140123,0.0992847430370143,0.04200000000000003,0.14075000000000001,7.8125000000000036,2.0,-0.049420317686107156,-0.009743954480796568,0.14306450511626878,0.26889616610518907,1.3401185321633147,-1.9431931822119346,0.004574342115003301,0.005060899016030216,0.024665324548904355,-0.0010709371541055557,0.02473514772628985,2
2015-08-27,0.1052581046312178,-0.11913950829045161,0.11617538729711795,0.19378050388536813,0.07223747753035695,0.1784938054926798,0.9657604653261421,0.06706530483405486,0.15239772727272724,0.9564583333333335,-1.125,-0.1,0.118,1.5944683080544506,1.0464733630952385,2.3995668619565502,15.281562500000009,2.0,0.03705701492689703,0.0028432389937107505,1.3966133586383342,2.2398207406223962,0.8539310954473588,-0.4848603442714667,0.0013928093847368067,0.008416261849066554,0.19469311541649548,0.0017009028576472351,0.11205212355212357,-0.05115830115830122,0.15301766087005622,0.18591660084915163,1.1694267313335847,0.998818847459863,0.11198901687974784,0.1359362606846748,1.179952211563868,0.1106339285714286,0.13321428571428573,1.1785714285714286,-0.75,0.0,0.386459117308221,0.09362816758985393,0.6363077147202447,0.7406943532929087,5.480077554195745,2.0,0.10428933397683401,0.0024131274131273805,1.0836087234534262,1.2397557754830213,0.7551160952732908,-1.4920739780564816,0.012453616171005117,0.014495059222825318,0.02559927628345715,-0.0017658594088535429,0.02473514772628985,2
2015-08-28,-0.05971490788946733,-0.278250567347484,0.0414857766846602,0.11618179792467714,0.047933801694773834,0.11317642098243078,0.9761717048759179,0.04217948395217115,0.09268281938325991,0.9764405286343613,-0.9620000000000001,-0.1475,0.021,1.3118039477325323,0.42420808942508476,0.6487704717386575,11.078153552501998,2.0,-0.024885820881883708,0.01998219530102774,0.4805875914474077,0.9180251202544192,0.3701866940073545,0.5406662576190058,0.0022148720500556086,0.010351559404556204,0.1903132156296956,0.0020850154826448364,-0.06947235023041477,-0.0011520737327188613,0.03117704889714775,0.07399043482714114,1.269200431283847,0.9817802803919291,0.03503270179943984,0.06698258891026233,1.1841657813359252,0.03312365591397849,0.06374193548387096,1.1774193548387097,-0.65,0.0,0.42558324678859005,0.0757148708714048,0.06213700839676786,0.17553925842956047,5.568465901844064,2.0,-0.07751027265745011,0.004421658986175192,0.3392857764442806,0.5768303410860338,0.6833119479127449,-0.8911739145010026,0.01264476003475768,0.016483415935510518,0.02594844621329062,-0.0019565997173248695,5.015807597029e-05,0
2015-08-31,0.036866604127579715,0.8228893058161351,0.14541541287099508,0.31271494356967117,0.03681728623780062,0.09861060000229098,0.9614811023280563,0.029703924611973388,0.08275121951219509,0.9655121951219514,-1.7990000000000002,-0.128,0.0,1.4079775442755194,0.14797977163281473,0.5358985517917549,11.085489785356806,2.0,-0.00899158820853943,-0.021667292057535814,0.10390229200554171,0.7501048879481778,0.24879298756244908,-0.2682699583894169,-4.0422498223675885e-05,0.005382368800096765,0.03543436915718656,0.002963945149992764,0.3277658536585366,-0.12682926829268282,-0.009487233359470725,-0.010965484538345881,1.0478904705648218,0.995154902983658,-0.011630427105702673,-0.014337850967304272,1.073429811948673,-0.010926829268292686,-0.013634146341463416,1.0731707317073171,-0.708,0.0,0.2636516548818748,0.07808688094430302,-0.006717514421272228,-0.026339727599198934,5.568465901844064,2.0,0.20579761904761906,-0.012195121951219523,0.05875378470439578,0.03642691968342067,-0.3155146134576437,-0.8368444462274159,-0.009225213262328977,-0.013819024360676276,0.010725627255809611,-0.0007320572813900306,-0.008079089763540388,-1
