Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2018-03-22,143.71875,145.5,143.6875,144.875,1.25,144.75,443092.0,785409.0
2018-03-23,144.78125,145.40625,144.1875,144.96875,0.03125,144.71875,283377.0,796967.0
2018-03-26,144.875,145.125,144.21875,144.46875,,144.71875,233715.0,788425.0
2018-03-27,144.4375,145.875,144.34375,145.6875,0.90625,145.625,328205.0,793328.0
2018-03-28,145.71875,146.3125,145.40625,145.6875,0.25,145.875,340989.0,799319.0
2018-03-29,145.6875,146.75,145.59375,146.3125,0.75,146.625,286666.0,793058.0
2018-04-02,146.28125,147.09375,145.96875,146.84375,0.125,146.75,189922.0,782191.0
2018-04-03,146.84375,146.875,145.6875,145.9375,0.875,145.875,283689.0,785655.0
2018-04-04,145.9375,146.5625,145.375,145.5,0.15625,145.71875,291718.0,773647.0
2018-04-05,145.46875,145.5,144.78125,144.84375,0.8125,144.90625,211060.0,768147.0
2018-04-06,144.875,146.125,144.8125,146.0625,1.125,146.03125,321373.0,767085.0
2018-04-09,146.0,146.3125,145.4375,146.125,0.03125,146.0625,217099.0,765284.0
2018-04-10,146.09375,146.25,145.53125,145.8125,0.125,145.9375,252369.0,762463.0
2018-04-11,145.71875,146.875,145.59375,146.28125,0.1875,146.125,294589.0,769177.0
2018-04-12,146.3125,146.4375,145.09375,145.28125,0.75,145.375,267718.0,783415.0
2018-04-13,145.28125,145.78125,145.1875,145.5,0.03125,145.40625,214786.0,789755.0
2018-04-16,145.375,145.5625,144.65625,145.53125,0.0625,145.46875,231559.0,791820.0
2018-04-17,145.46875,146.0625,145.21875,145.59375,0.5625,146.03125,234598.0,800527.0
2018-04-18,145.59375,145.84375,144.65625,144.71875,1.09375,144.9375,271506.0,809521.0
2018-04-19,144.78125,144.9375,143.375,143.84375,1.15625,143.78125,353184.0,807546.0
2018-04-20,143.84375,143.96875,142.90625,142.9375,0.6875,143.09375,233136.0,816030.0
2018-04-23,142.96875,143.0625,142.28125,142.9375,0.125,142.96875,221095.0,813149.0
2018-04-24,142.9375,143.28125,142.28125,142.34375,0.4375,142.53125,271196.0,814499.0
2018-04-25,142.28125,142.5,141.53125,141.75,0.78125,141.75,264798.0,813033.0
2018-04-26,141.78125,142.625,141.59375,142.59375,0.625,142.375,214824.0,819698.0
2018-04-27,142.5625,143.28125,142.5,143.21875,0.875,143.25,214715.0,820534.0
2018-04-30,143.15625,143.875,142.9375,143.34375,0.59375,143.84375,276290.0,814678.0
2018-05-01,143.40625,143.625,142.96875,143.3125,0.6875,143.15625,218311.0,821854.0
2018-05-02,143.3125,143.5625,142.6875,143.09375,0.09375,143.25,271236.0,830054.0
2018-05-03,143.09375,143.9375,142.90625,143.53125,0.3125,143.5625,267967.0,843936.0
2018-05-04,143.5,144.25,143.15625,143.5,0.09375,143.65625,240323.0,843250.0
2018-05-07,143.46875,143.84375,143.34375,143.5,0.09375,143.5625,129420.0,844769.0
2018-05-08,143.46875,143.6875,142.90625,143.21875,0.1875,143.375,218552.0,844560.0
2018-05-09,143.21875,143.28125,142.46875,142.5625,0.71875,142.65625,235291.0,843373.0
2018-05-10,142.5625,143.375,142.53125,143.28125,0.53125,143.1875,316276.0,843437.0
2018-05-11,143.3125,143.65625,142.90625,143.125,0.0625,143.125,230586.0,854256.0
2018-05-14,143.09375,143.34375,142.5625,142.59375,0.375,142.75,197102.0,846218.0
2018-05-15,142.625,142.71875,140.8125,141.25,1.6875,141.0625,421804.0,846164.0
2018-05-16,141.28125,141.59375,140.8125,140.9375,0.125,140.9375,302331.0,854984.0
2018-05-17,140.9375,141.03125,140.28125,140.4375,0.5,140.4375,325308.0,861204.0
2018-05-18,140.4375,141.375,140.15625,141.3125,0.75,141.1875,296457.0,866349.0
2018-05-21,141.03125,141.5,140.78125,141.34375,0.09375,141.28125,264432.0,868914.0
2018-05-22,141.34375,141.5625,141.03125,141.34375,0.03125,141.25,266210.0,850896.0
2018-05-23,141.3125,142.53125,141.25,142.4375,0.96875,142.21875,519358.0,817648.0
2018-05-24,142.40625,143.1875,142.03125,142.875,0.5625,142.78125,609091.0,696823.0
2018-05-25,142.8125,143.9375,142.59375,143.9375,0.90625,143.6875,551954.0,537656.0
2018-05-29,143.71875,146.5,143.28125,146.25,2.5625,146.25,1006631.0,369474.0
2018-05-30,146.4375,146.71875,144.53125,145.15625,0.8125,145.4375,441371.0,173980.0
2018-05-31,145.1875,146.03125,144.8125,145.25,0.5625,146.0,64939.0,76590.0
2018-06-01,145.34375,145.46875,144.28125,144.6875,1.1875,144.8125,27813.0,37943.0
2018-06-04,144.6875,144.8125,143.90625,144.0625,0.6875,144.125,26184.0,27929.0
2018-06-05,144.03125,144.71875,144.03125,144.09375,0.1875,144.3125,9993.0,17030.0
2018-06-06,144.125,144.1875,143.125,143.40625,1.0625,143.25,7911.0,14619.0
2018-06-07,143.25,145.0,142.90625,144.3125,0.875,144.125,3398.0,11964.0
2018-06-08,144.21875,144.78125,143.84375,143.875,0.09375,144.03125,3308.0,10798.0
2018-06-11,143.9375,144.0,143.4375,143.75,0.375,143.65625,1455.0,10257.0
2018-06-12,143.65625,143.84375,143.21875,143.625,0.09375,143.75,1777.0,9737.0
2018-06-13,143.71875,143.9375,142.9375,143.625,0.3125,143.4375,5407.0,9182.0
2018-06-14,143.9375,144.4375,143.71875,144.25,0.6875,144.125,1150.0,5902.0
2018-06-15,144.28125,145.125,144.1875,144.5625,0.375,144.5,1893.0,5593.0
2018-06-18,144.6875,144.9375,144.28125,144.53125,0.09375,144.40625,1671.0,5092.0
2018-06-19,144.625,145.59375,144.59375,144.90625,0.53125,144.9375,1669.0,4627.0
2018-06-20,144.9375,145.15625,144.5,144.53125,0.4375,144.5,347.0,3237.0
2018-06-21,143.1875,144.125,143.03125,143.84375,0.46875,143.96875,277975.0,804624.0
2018-06-22,143.90625,144.09375,143.40625,144.0,,143.96875,178186.0,795195.0
2018-06-25,144.0,144.5625,143.96875,144.3125,0.375,144.34375,227788.0,789651.0
2018-06-26,144.28125,144.53125,143.9375,144.25,0.09375,144.25,221301.0,791089.0
2018-06-27,144.25,145.34375,144.15625,145.28125,1.03125,145.28125,336935.0,792742.0
2018-06-28,145.25,145.34375,144.90625,145.15625,0.3125,144.96875,221831.0,801210.0
2018-06-29,145.1875,145.5,144.6875,144.875,0.03125,145.0,321052.0,788529.0
2018-07-02,144.84375,145.40625,144.65625,144.71875,0.25,144.75,183666.0,792018.0
2018-07-03,144.71875,145.46875,144.5,145.4375,0.59375,145.34375,194963.0,791726.0
2018-07-05,145.40625,145.78125,144.84375,145.59375,0.15625,145.5,225057.0,798269.0
2018-07-06,145.625,146.34375,145.375,145.84375,0.15625,145.65625,195739.0,811085.0
2018-07-09,145.84375,145.875,145.09375,145.125,0.53125,145.125,160004.0,815337.0
2018-07-10,145.15625,145.3125,144.9375,145.28125,0.125,145.0,191584.0,814929.0
2018-07-11,145.34375,145.75,145.09375,145.3125,0.46875,145.46875,257347.0,823212.0
2018-07-12,145.34375,145.4375,145.0,145.4375,0.1875,145.28125,205580.0,825260.0
2018-07-13,145.40625,145.78125,145.21875,145.71875,0.40625,145.6875,163203.0,833922.0
2018-07-16,145.71875,145.75,144.71875,145.125,0.5625,145.125,234028.0,837979.0
2018-07-17,145.1875,145.375,144.875,145.09375,0.09375,145.03125,160621.0,835460.0
2018-07-18,145.0625,145.34375,144.5625,144.8125,0.3125,144.71875,183152.0,837346.0
2018-07-19,144.8125,145.5625,144.375,145.40625,0.5625,145.28125,283128.0,838199.0
2018-07-20,145.40625,145.5,144.125,144.25,1.09375,144.1875,297145.0,842222.0
2018-07-23,144.3125,144.375,142.78125,142.96875,1.375,142.8125,339160.0,828812.0
2018-07-24,143.0,143.25,142.65625,143.15625,0.375,143.1875,291703.0,838391.0
2018-07-25,143.125,143.59375,142.625,142.6875,0.21875,143.40625,326744.0,833474.0
2018-07-26,142.71875,143.25,142.5625,142.6875,0.71875,142.6875,241456.0,835522.0
2018-07-27,142.65625,143.25,142.5,143.03125,0.25,142.9375,244986.0,834502.0
2018-07-30,143.0,143.0,142.375,142.59375,0.3125,142.625,228730.0,824590.0
2018-07-31,142.59375,143.5,142.5625,143.03125,0.34375,142.96875,443680.0,824939.0
2018-08-01,143.0,143.28125,141.84375,142.125,0.75,142.21875,294352.0,823958.0
2018-08-02,142.1875,142.78125,142.0625,142.40625,0.21875,142.4375,264972.0,841702.0
2018-08-03,142.4375,143.0625,142.28125,143.03125,0.53125,142.96875,234531.0,842171.0
2018-08-06,142.96875,143.5625,142.875,143.125,0.28125,143.25,211459.0,840054.0
2018-08-07,143.125,143.28125,142.46875,142.5625,0.65625,142.59375,187602.0,837327.0
2018-08-08,142.59375,142.90625,142.34375,142.71875,0.03125,142.625,199053.0,841729.0
2018-08-09,142.71875,143.53125,142.59375,143.46875,0.65625,143.28125,272596.0,849470.0
2018-08-10,143.4375,144.6875,143.375,144.34375,1.375,144.65625,371601.0,858117.0
2018-08-13,144.5625,144.78125,144.03125,144.21875,0.34375,144.3125,362690.0,844990.0
2018-08-14,144.1875,144.40625,143.84375,143.875,0.28125,144.03125,240649.0,843786.0
2018-08-15,143.90625,145.0,143.875,144.5625,0.71875,144.75,306974.0,843191.0
2018-08-16,144.5625,144.71875,144.15625,144.59375,0.21875,144.53125,214066.0,860925.0
2018-08-17,144.625,145.09375,144.46875,144.6875,,144.53125,225441.0,861644.0
2018-08-20,144.6875,145.5625,144.59375,145.46875,0.9375,145.46875,228153.0,864524.0
2018-08-21,145.46875,145.53125,144.84375,145.28125,0.34375,145.125,265093.0,857994.0
2018-08-22,145.34375,145.75,145.1875,145.46875,0.34375,145.46875,302681.0,848702.0
2018-08-23,145.46875,145.75,145.375,145.46875,0.1875,145.65625,287940.0,821731.0
2018-08-24,145.46875,145.90625,145.09375,145.90625,0.0625,145.59375,419531.0,796189.0
2018-08-27,145.875,145.90625,145.0625,145.125,0.46875,145.125,426647.0,683094.0
2018-08-28,145.125,145.15625,144.3125,144.46875,0.6875,144.4375,534705.0,524454.0
2018-08-29,144.5,144.75,144.25,144.5625,0.15625,144.59375,387771.0,297077.0
2018-08-30,144.5625,145.0625,144.46875,145.0,0.375,144.96875,310450.0,167115.0
2018-08-31,144.96875,145.5,144.6875,144.84375,,144.96875,36499.0,66754.0
2018-09-04,144.78125,144.9375,143.84375,144.03125,1.09375,143.875,32504.0,56028.0
2018-09-05,144.0,144.3125,143.65625,143.90625,,143.875,9966.0,41163.0
2018-09-06,143.875,144.46875,143.6875,144.375,0.5,144.375,9675.0,37978.0
2018-09-07,144.53125,144.53125,143.1875,143.3125,1.03125,143.34375,26844.0,34151.0
2018-09-10,143.21875,143.625,143.1875,143.625,0.15625,143.5,1354.0,15454.0
2018-09-11,143.59375,143.59375,142.6875,142.78125,0.75,142.75,4579.0,14231.0
2018-09-12,142.84375,143.1875,142.8125,143.0,0.3125,143.0625,2541.0,10807.0
2018-09-13,142.875,143.4375,142.78125,142.96875,0.09375,143.15625,2587.0,8210.0
2018-09-14,142.90625,143.03125,142.375,142.46875,0.625,142.53125,1623.0,6449.0
2018-09-17,142.5,142.71875,142.03125,142.59375,0.125,142.40625,3970.0,5773.0
2018-09-18,142.5625,142.78125,141.28125,141.28125,1.0,141.40625,2103.0,3336.0
2018-09-19,141.34375,141.46875,140.5625,141.03125,0.34375,141.0625,819.0,2391.0
2018-09-20,140.4375,140.59375,139.75,140.5,0.34375,140.25,332901.0,866040.0
2018-09-21,140.5,140.6875,140.09375,140.46875,0.09375,140.34375,216590.0,876724.0
2018-09-24,140.4375,140.5,139.9375,139.96875,0.09375,140.25,246910.0,863300.0
2018-09-25,139.9375,140.03125,139.53125,139.875,0.46875,139.78125,270720.0,858388.0
2018-09-26,139.875,140.75,139.84375,140.65625,0.75,140.53125,306897.0,864620.0
2018-09-27,140.6875,141.09375,140.25,140.65625,0.125,140.65625,295274.0,867237.0
2018-09-28,140.59375,141.125,140.3125,140.3125,0.15625,140.5,414855.0,877962.0
2018-10-01,140.28125,140.34375,139.71875,139.84375,0.53125,139.96875,314364.0,891624.0
2018-10-02,139.84375,140.71875,139.84375,140.25,0.53125,140.5,387751.0,890225.0
2018-10-03,140.25,140.5,138.09375,138.15625,2.0,138.5,645515.0,886106.0
2018-10-04,138.1875,138.28125,137.25,138.0,0.59375,137.90625,682803.0,920065.0
2018-10-05,137.9375,138.0625,136.8125,137.15625,0.625,137.28125,548639.0,919719.0
2018-10-08,137.15625,137.4375,136.65625,136.9375,0.25,137.03125,106686.0,933673.0
2018-10-09,136.9375,137.8125,136.5,137.71875,0.6875,137.71875,450235.0,932693.0
2018-10-10,137.6875,138.25,136.90625,138.21875,0.46875,137.25,540247.0,944313.0
2018-10-11,138.1875,138.96875,137.71875,138.5,1.59375,138.84375,771679.0,948320.0
2018-10-12,138.46875,138.875,137.9375,138.375,0.125,138.71875,457797.0,936358.0
2018-10-15,138.34375,138.6875,138.21875,138.34375,0.4375,138.28125,286327.0,934511.0
2018-10-16,138.40625,138.59375,138.0,138.375,0.21875,138.5,299088.0,930436.0
2018-10-17,138.375,138.8125,137.625,137.65625,0.34375,138.15625,317840.0,927024.0
2018-10-18,137.65625,138.40625,137.46875,138.03125,0.03125,138.125,445229.0,923920.0
2018-10-19,138.0,138.21875,137.53125,137.8125,0.40625,137.71875,350425.0,919913.0
2018-10-22,137.84375,138.21875,137.625,137.6875,0.09375,137.8125,293195.0,915971.0
2018-10-23,137.6875,139.21875,137.6875,138.1875,0.375,138.1875,549379.0,917683.0
2018-10-24,138.125,139.21875,138.09375,139.0625,0.59375,138.78125,450014.0,917808.0
2018-10-25,139.0625,139.21875,138.40625,138.84375,0.0625,138.71875,340623.0,906380.0
2018-10-26,138.875,139.78125,138.875,139.5,0.71875,139.4375,544794.0,901678.0
2018-10-29,139.4375,139.875,138.78125,139.28125,0.09375,139.34375,436112.0,889330.0
2018-10-30,139.28125,139.375,138.625,138.6875,0.4375,138.90625,432347.0,894190.0
2018-10-31,138.65625,138.75,138.03125,138.3125,0.78125,138.125,386889.0,894484.0
2018-11-01,138.28125,138.65625,137.75,138.625,0.3125,138.4375,368043.0,909927.0
2018-11-02,138.71875,138.75,137.03125,137.1875,1.28125,137.15625,483561.0,914270.0
2018-11-05,137.15625,137.78125,137.125,137.5625,0.40625,137.5625,284505.0,915091.0
2018-11-06,137.53125,137.71875,137.125,137.15625,0.125,137.4375,244678.0,918431.0
2018-11-07,137.125,138.09375,136.75,137.0625,0.0625,137.375,524981.0,918524.0
2018-11-08,137.0,137.625,136.96875,137.0625,0.1875,137.1875,265597.0,925793.0
2018-11-09,137.0,138.09375,137.0,138.0,0.71875,137.90625,308856.0,919303.0
2018-11-12,138.0,138.65625,137.8125,138.5,0.5625,138.46875,103042.0,910727.0
2018-11-13,138.5,138.71875,138.09375,138.625,0.125,138.59375,368794.0,909353.0
2018-11-14,138.625,139.3125,138.09375,138.71875,0.28125,138.875,458305.0,906455.0
2018-11-15,138.71875,139.4375,138.5625,138.8125,0.09375,138.78125,450567.0,900445.0
2018-11-16,138.78125,139.75,138.6875,139.75,0.78125,139.5625,394863.0,907935.0
2018-11-19,139.78125,139.9375,139.0,139.6875,0.21875,139.78125,332450.0,915066.0
2018-11-20,139.625,140.28125,139.59375,139.8125,0.25,140.03125,465859.0,911440.0
2018-11-21,139.8125,139.9375,139.4375,139.8125,0.125,139.90625,341900.0,890888.0
2018-11-23,139.8125,140.53125,139.6875,140.03125,0.09375,140.0,208611.0,866974.0
2018-11-26,140.125,140.15625,139.625,140.0,0.21875,139.78125,657097.0,852978.0
2018-11-27,139.96875,140.15625,139.65625,139.875,0.125,139.90625,693384.0,662256.0
2018-11-28,139.90625,140.0625,139.5,139.65625,0.03125,139.9375,497946.0,440873.0
2018-11-29,139.6875,140.75,139.59375,140.1875,0.1875,140.125,370659.0,220315.0
2018-11-30,140.21875,140.96875,140.1875,140.9375,0.40625,140.53125,74363.0,105350.0
2018-12-03,140.34375,141.625,140.0625,141.53125,0.625,141.15625,42695.0,57203.0
2018-12-04,141.5625,143.59375,141.46875,142.875,1.625,142.78125,32641.0,29666.0
2018-12-05,,,,,,142.78125,0.0,16783.0
2018-12-06,142.78125,144.40625,142.78125,143.3125,1.0,143.78125,16921.0,16717.0
2018-12-07,143.375,144.03125,142.96875,144.0,0.15625,143.9375,5865.0,10732.0
2018-12-10,144.25,144.53125,143.78125,144.03125,0.125,144.0625,1967.0,9239.0
2018-12-11,144.03125,144.40625,143.40625,143.8125,0.28125,143.78125,1605.0,8774.0
2018-12-12,143.71875,143.875,143.15625,143.25,0.5,143.28125,1649.0,8206.0
2018-12-13,143.28125,143.5625,142.90625,142.9375,0.25,143.03125,1053.0,6603.0
2018-12-14,143.28125,143.71875,143.0,143.28125,0.25,143.28125,490.0,6493.0
2018-12-17,143.28125,143.96875,143.21875,143.8125,0.5,143.78125,358.0,6668.0
2018-12-18,144.0,144.6875,143.8125,144.625,0.6875,144.46875,1133.0,2924.0
2018-12-19,144.6875,145.0625,144.5625,144.84375,0.4375,144.90625,188.0,2083.0
2018-12-20,145.53125,146.0,144.28125,144.40625,0.21875,144.8125,521824.0,986658.0
2018-12-21,144.40625,145.1875,144.34375,144.65625,,144.8125,285575.0,972407.0
2018-12-24,144.78125,145.78125,144.53125,145.71875,0.625,145.4375,114279.0,943305.0
2018-12-26,145.75,146.09375,144.40625,144.5,0.6875,144.75,186552.0,937856.0
2018-12-27,144.5,145.875,144.46875,145.0,0.78125,145.53125,273665.0,944355.0
2018-12-28,145.0625,145.875,144.8125,145.75,,145.53125,254410.0,952176.0
2018-12-31,145.65625,146.28125,145.21875,145.875,0.46875,146.0,221026.0,949443.0
2019-01-02,145.71875,147.4375,145.59375,147.40625,0.75,146.75,332095.0,943611.0
2019-01-03,147.5625,148.78125,146.90625,148.53125,1.90625,148.65625,465870.0,945577.0
2019-01-04,148.5,148.84375,146.59375,146.84375,1.78125,146.875,378782.0,955829.0
2019-01-07,146.71875,147.53125,146.125,146.28125,0.375,146.5,298698.0,949992.0
2019-01-08,146.25,146.4375,145.625,145.6875,0.46875,146.03125,239632.0,947632.0
2019-01-09,145.71875,145.90625,145.34375,145.875,0.46875,145.5625,289939.0,935142.0
2019-01-10,145.84375,146.3125,144.9375,145.0,0.28125,145.28125,356844.0,937520.0
2019-01-11,145.03125,146.09375,145.0,145.8125,0.46875,145.75,214952.0,943419.0
2019-01-14,145.75,146.34375,145.34375,145.53125,0.34375,145.40625,229448.0,943859.0
2019-01-15,145.5625,145.90625,145.15625,145.375,,145.40625,308130.0,939262.0
2019-01-16,145.375,145.53125,144.75,145.34375,0.21875,145.1875,291087.0,943616.0
2019-01-17,145.34375,145.75,144.84375,145.03125,0.15625,145.03125,276737.0,953204.0
2019-01-18,145.03125,145.21875,144.28125,144.53125,0.5,144.53125,253255.0,957959.0
2019-01-22,144.53125,145.53125,144.40625,145.25,0.875,145.40625,322140.0,959036.0
2019-01-23,145.25,145.3125,144.4375,145.125,0.4375,144.96875,268405.0,965018.0
2019-01-24,145.125,145.9375,144.96875,145.6875,0.8125,145.78125,284984.0,957311.0
2019-01-25,145.6875,145.84375,144.90625,144.96875,0.6875,145.09375,228926.0,975789.0
2019-01-28,145.0,145.46875,144.875,145.0625,,145.09375,227588.0,947181.0
2019-01-29,145.0625,145.71875,144.96875,145.59375,0.5625,145.65625,208794.0,944009.0
2019-01-30,145.59375,146.03125,145.1875,146.0,0.03125,145.6875,277838.0,947659.0
2019-01-31,145.9375,147.03125,145.90625,146.78125,1.0,146.6875,398251.0,948978.0
2019-02-01,146.8125,146.96875,145.84375,146.03125,0.75,145.9375,306369.0,951859.0
2019-02-04,146.0625,146.09375,145.0,145.28125,0.6875,145.25,215423.0,947193.0
2019-02-05,145.28125,146.0,144.90625,145.75,0.4375,145.6875,207017.0,942667.0
2019-02-06,145.75,146.28125,145.53125,145.75,0.03125,145.65625,217767.0,942020.0
2019-02-07,145.71875,146.5625,145.71875,146.375,0.84375,146.5,296313.0,938904.0
2019-02-08,146.375,146.96875,146.34375,146.8125,0.375,146.875,228767.0,948191.0
2019-02-11,146.78125,146.9375,146.21875,146.5,0.5,146.375,192113.0,953641.0
2019-02-12,146.53125,146.5625,145.8125,145.875,0.40625,145.96875,208530.0,951155.0
2019-02-13,145.90625,146.0625,145.5,145.78125,0.21875,145.75,211297.0,946537.0
2019-02-14,145.8125,146.875,145.65625,146.5625,0.75,146.5,306878.0,946516.0
2019-02-15,146.5625,146.90625,146.09375,146.625,0.0625,146.5625,214760.0,964848.0
2019-02-19,146.5625,147.15625,146.375,147.0,0.28125,146.84375,299062.0,975283.0
2019-02-20,147.0,147.15625,146.34375,146.65625,0.25,146.59375,280416.0,983116.0
2019-02-21,146.71875,146.78125,145.53125,145.6875,0.8125,145.78125,449658.0,948481.0
2019-02-22,145.6875,146.78125,145.65625,146.46875,0.625,146.40625,501391.0,868692.0
2019-02-25,146.34375,146.46875,145.875,146.25,0.28125,146.125,619945.0,787812.0
2019-02-26,146.28125,146.875,146.125,146.84375,0.6875,146.8125,680672.0,557430.0
2019-02-27,146.84375,146.90625,145.40625,145.625,1.25,145.5625,314109.0,252108.0
2019-02-28,145.59375,146.03125,144.875,145.125,0.4375,145.125,94139.0,109420.0
2019-03-01,145.15625,145.21875,144.21875,144.46875,0.65625,144.46875,14645.0,56178.0
2019-03-04,144.375,145.125,144.21875,145.03125,0.59375,145.0625,24967.0,50247.0
2019-03-05,145.0,145.15625,144.59375,145.09375,0.03125,145.09375,9292.0,34140.0
2019-03-06,145.125,145.8125,145.09375,145.5,0.46875,145.5625,7687.0,31034.0
2019-03-07,145.5,146.53125,145.46875,146.40625,0.90625,146.46875,6066.0,28304.0
2019-03-08,146.4375,146.875,146.125,146.59375,0.1875,146.65625,5156.0,22518.0
2019-03-11,146.59375,146.625,146.03125,146.375,0.34375,146.3125,2283.0,19191.0
2019-03-12,146.125,147.1875,145.78125,147.0625,0.78125,147.09375,1035.0,17744.0
2019-03-13,147.03125,147.09375,146.5625,146.625,0.28125,146.8125,3174.0,17374.0
2019-03-14,146.625,146.71875,146.0,146.1875,0.625,146.1875,1905.0,14319.0
2019-03-15,146.34375,147.09375,146.15625,146.90625,0.6875,146.875,1606.0,13209.0
2019-03-18,146.90625,146.96875,146.53125,146.75,0.09375,146.78125,3026.0,12532.0
2019-03-19,146.90625,146.96875,146.0625,146.4375,0.3125,146.46875,4135.0,10021.0
2019-03-20,146.46875,147.0,146.4375,146.90625,0.4375,146.90625,250.0,6406.0
2019-03-21,147.03125,147.46875,146.875,147.03125,0.15625,147.125,293421.0,971149.0
2019-03-22,147.09375,149.125,147.0625,148.78125,1.40625,148.53125,510895.0,971463.0
2019-03-25,148.65625,149.71875,148.1875,149.15625,0.46875,149.0,411110.0,968301.0
2019-03-26,149.15625,149.28125,148.375,148.9375,0.09375,149.09375,329968.0,969352.0
2019-03-27,148.9375,150.15625,148.78125,150.125,0.96875,150.0625,456771.0,978601.0
2019-03-28,150.125,150.65625,149.71875,149.78125,0.03125,150.03125,315089.0,980671.0
2019-03-29,149.8125,150.03125,149.28125,149.75,0.375,149.65625,351323.0,974048.0
2019-04-01,149.65625,149.65625,147.96875,148.125,1.4375,148.21875,318463.0,971211.0
2019-04-02,148.28125,148.71875,148.09375,148.375,0.09375,148.3125,224703.0,956664.0
2019-04-03,148.40625,148.5,147.3125,147.40625,0.8125,147.5,255138.0,959762.0
2019-04-04,147.40625,147.8125,147.34375,147.625,0.1875,147.6875,173709.0,952383.0
2019-04-05,147.59375,148.09375,147.03125,148.0,0.25,147.9375,238423.0,947273.0
2019-04-08,148.0625,148.21875,147.53125,147.5625,0.3125,147.625,147701.0,946297.0
2019-04-09,147.59375,148.28125,147.5,147.90625,0.375,148.0,219014.0,939036.0
2019-04-10,147.875,148.53125,147.71875,148.375,0.21875,148.21875,224830.0,941582.0
2019-04-11,148.375,148.40625,147.625,147.84375,0.5,147.71875,225764.0,945627.0
2019-04-12,147.875,148.0625,146.8125,146.84375,0.8125,146.90625,267936.0,945767.0
2019-04-15,146.8125,147.15625,146.6875,146.96875,0.15625,147.0625,162003.0,947463.0
2019-04-16,147.03125,147.125,146.25,146.375,0.71875,146.34375,229445.0,953383.0
2019-04-17,146.40625,146.5625,145.96875,146.1875,0.03125,146.3125,221809.0,949878.0
2019-04-18,146.25,146.96875,146.21875,146.75,0.53125,146.84375,220971.0,950484.0
2019-04-22,146.78125,146.84375,146.15625,146.25,0.625,146.21875,119511.0,943786.0
2019-04-23,146.3125,146.625,146.125,146.53125,0.28125,146.5,173150.0,945266.0
2019-04-24,146.53125,147.4375,146.4375,147.40625,0.84375,147.34375,206761.0,941581.0
2019-04-25,147.40625,147.46875,147.0,147.21875,0.1875,147.15625,163675.0,944092.0
2019-04-26,147.25,147.8125,146.9375,147.625,0.4375,147.59375,242491.0,943212.0
2019-04-29,147.625,147.65625,146.84375,147.125,0.625,146.96875,190660.0,947382.0
2019-04-30,147.15625,147.625,146.75,147.625,0.5,147.46875,337445.0,943316.0
2019-05-01,147.59375,148.375,147.5,147.875,0.125,147.59375,303323.0,939780.0
2019-05-02,147.8125,147.90625,146.875,147.125,0.65625,146.9375,267271.0,947310.0
2019-05-03,147.15625,147.65625,146.65625,147.40625,0.4375,147.375,246345.0,941570.0
2019-05-06,147.65625,148.75,147.65625,148.15625,0.4375,147.8125,274273.0,947451.0
2019-05-07,148.3125,148.84375,147.75,148.625,0.9375,148.75,333393.0,964778.0
2019-05-08,148.625,149.1875,148.03125,148.15625,0.53125,148.21875,345085.0,963984.0
2019-05-09,148.15625,149.09375,148.125,148.875,0.46875,148.6875,469719.0,963021.0
2019-05-10,148.90625,149.15625,148.40625,148.5,0.03125,148.65625,337448.0,975438.0
2019-05-13,149.0625,149.71875,148.6875,149.5,0.8125,149.46875,321467.0,971857.0
2019-05-14,149.4375,149.625,149.0625,149.28125,0.28125,149.1875,220311.0,979743.0
2019-05-15,149.28125,150.125,149.1875,149.9375,0.6875,149.875,272307.0,974799.0
2019-05-16,149.90625,150.3125,149.34375,149.59375,0.4375,149.4375,205021.0,975514.0
2019-05-17,149.59375,150.125,149.375,149.65625,0.25,149.6875,204353.0,973075.0
2019-05-20,149.6875,150.0,149.28125,149.3125,0.3125,149.375,213864.0,970136.0
2019-05-21,149.34375,149.5625,148.9375,149.125,0.1875,149.1875,217951.0,958711.0
2019-05-22,149.15625,149.9375,149.0625,149.90625,0.53125,149.71875,339876.0,955065.0
2019-05-23,149.90625,151.46875,149.84375,151.0,1.71875,151.4375,524506.0,865821.0
2019-05-24,150.9375,151.25,150.78125,151.21875,0.46875,150.96875,353828.0,746332.0
2019-05-28,151.09375,152.25,151.0,152.09375,1.0625,152.03125,807110.0,627715.0
2019-05-29,152.09375,153.15625,152.0625,152.28125,0.71875,152.75,505272.0,301793.0
2019-05-30,152.28125,153.34375,152.03125,153.25,0.3125,153.0625,217573.0,116040.0
2019-05-31,153.25,154.65625,153.15625,154.65625,1.3125,154.375,52199.0,58958.0
2019-06-03,154.46875,155.6875,154.40625,155.40625,0.875,155.25,18777.0,45373.0
2019-06-04,155.5,155.53125,153.9375,154.15625,0.90625,154.34375,13377.0,43943.0
2019-06-05,154.1875,154.8125,153.71875,153.71875,0.28125,154.0625,9841.0,40594.0
2019-06-06,153.875,154.9375,153.8125,154.3125,0.125,154.1875,9508.0,38941.0
2019-06-07,154.375,155.5625,154.125,155.1875,1.0,155.1875,3634.0,30964.0
2019-06-10,154.59375,154.84375,153.9375,153.9375,1.0625,154.125,3969.0,28361.0
2019-06-11,154.03125,154.3125,153.53125,154.1875,0.125,154.25,6743.0,25017.0
