Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2017-03-20,150.25,150.59375,149.5625,150.59375,0.59375,150.34375,109.0,610.0
2017-03-21,150.125,151.59375,149.9375,151.59375,0.9375,151.28125,201.0,547.0
2017-03-22,151.71875,152.4375,151.59375,152.03125,0.6875,151.96875,94.0,424.0
2017-03-23,150.65625,151.0625,150.09375,150.46875,0.25,150.53125,251874.0,628788.0
2017-03-24,150.5,151.1875,150.1875,150.8125,0.5625,151.09375,193467.0,622221.0
2017-03-27,150.90625,152.09375,150.84375,151.34375,0.375,151.46875,201411.0,621012.0
2017-03-28,151.34375,151.875,150.4375,150.5,0.6875,150.78125,229052.0,624700.0
2017-03-29,150.53125,151.40625,150.375,151.28125,0.4375,151.21875,208885.0,624556.0
2017-03-30,151.28125,151.5,150.34375,150.40625,0.6875,150.53125,195153.0,629646.0
2017-03-31,150.4375,151.0,150.15625,150.96875,0.3125,150.84375,257558.0,631837.0
2017-04-03,150.96875,152.375,150.65625,152.3125,0.90625,151.75,295362.0,630598.0
2017-04-04,152.3125,152.40625,151.46875,151.5,0.09375,151.65625,218317.0,635641.0
2017-04-05,151.5625,152.09375,150.84375,151.875,0.15625,151.5,284055.0,639961.0
2017-04-06,151.875,152.0,151.09375,151.75,0.21875,151.71875,200500.0,652115.0
2017-04-07,151.75,153.125,151.21875,151.34375,0.21875,151.5,347985.0,654629.0
2017-04-10,151.375,152.09375,151.09375,151.71875,0.28125,151.78125,183638.0,655489.0
2017-04-11,151.6875,153.125,151.6875,152.9375,1.1875,152.96875,255402.0,644221.0
2017-04-12,152.96875,153.90625,152.6875,153.875,0.03125,153.0,262087.0,642895.0
2017-04-13,153.90625,154.3125,153.34375,153.875,1.0,154.0,226519.0,642477.0
2017-04-17,154.1875,154.46875,153.3125,153.53125,0.53125,153.46875,139040.0,642578.0
2017-04-18,153.5625,155.5,153.46875,155.21875,1.6875,155.15625,294199.0,645623.0
2017-04-19,155.28125,155.3125,154.3125,154.5,0.40625,154.75,202251.0,644021.0
2017-04-20,154.5625,154.96875,153.78125,154.3125,0.59375,154.15625,214072.0,647987.0
2017-04-21,154.28125,154.75,153.9375,154.0,,154.15625,181535.0,650303.0
2017-04-24,153.0625,153.6875,152.5625,153.34375,0.71875,153.4375,243899.0,626436.0
2017-04-25,153.40625,153.53125,152.0,152.1875,1.03125,152.40625,188525.0,635650.0
2017-04-26,152.21875,152.875,151.9375,152.8125,0.25,152.65625,255317.0,640258.0
2017-04-27,152.8125,153.03125,152.21875,152.75,0.0625,152.71875,207888.0,648658.0
2017-04-28,152.71875,153.0625,151.875,153.03125,0.25,152.96875,275036.0,648609.0
2017-05-01,152.96875,153.1875,151.65625,152.15625,0.96875,152.0,204773.0,646453.0
2017-05-02,152.21875,153.09375,151.8125,153.03125,0.75,152.75,218417.0,642270.0
2017-05-03,153.0,153.21875,152.3125,152.53125,0.0625,152.8125,314162.0,641515.0
2017-05-04,152.5625,152.625,151.34375,151.75,1.09375,151.71875,278278.0,648460.0
2017-05-05,151.71875,152.25,151.4375,151.875,0.09375,151.8125,225980.0,649839.0
2017-05-08,151.5625,152.40625,151.03125,151.125,0.5,151.3125,230369.0,654079.0
2017-05-09,151.125,151.28125,150.59375,150.84375,0.5625,150.75,182739.0,665555.0
2017-05-10,150.84375,151.4375,150.40625,150.59375,0.21875,150.53125,242263.0,674699.0
2017-05-11,150.59375,150.875,150.21875,150.8125,0.09375,150.625,269324.0,666136.0
2017-05-12,150.78125,151.6875,150.71875,151.53125,0.8125,151.4375,239227.0,669980.0
2017-05-15,151.5,151.71875,150.96875,151.25,0.15625,151.28125,158482.0,661628.0
2017-05-16,151.3125,152.09375,150.9375,151.65625,0.3125,151.59375,235779.0,662708.0
2017-05-17,151.625,153.875,151.625,153.53125,2.1875,153.78125,408952.0,668248.0
2017-05-18,153.6875,154.40625,153.1875,153.75,0.03125,153.8125,425338.0,689217.0
2017-05-19,153.75,154.15625,153.375,154.0,0.03125,153.84375,238479.0,687868.0
2017-05-22,153.9375,154.09375,153.71875,153.78125,0.0625,153.78125,204134.0,693528.0
2017-05-23,153.78125,154.375,153.15625,153.25,0.5,153.28125,425902.0,684759.0
2017-05-24,153.25,153.96875,153.09375,153.8125,0.25,153.53125,410145.0,604272.0
2017-05-25,153.75,154.0625,153.46875,153.8125,0.3125,153.84375,419199.0,494050.0
2017-05-26,153.8125,154.28125,153.78125,153.96875,0.0625,153.90625,314813.0,327379.0
2017-05-30,153.875,154.78125,153.71875,154.75,0.6875,154.59375,334140.0,203865.0
2017-05-31,154.6875,155.125,154.34375,155.03125,0.53125,155.125,47637.0,72743.0
2017-06-01,154.96875,155.0,154.4375,154.9375,0.28125,154.84375,32190.0,54959.0
2017-06-02,154.90625,156.53125,154.78125,156.25,1.3125,156.15625,21485.0,44904.0
2017-06-05,156.28125,156.40625,155.59375,155.6875,0.5,155.65625,7603.0,27281.0
2017-06-06,155.6875,156.65625,155.65625,156.375,0.625,156.28125,15516.0,23903.0
2017-06-07,156.375,156.4375,155.71875,155.875,0.4375,155.84375,5712.0,18624.0
2017-06-08,155.75,156.0,155.25,155.625,0.28125,155.5625,7172.0,15057.0
2017-06-09,155.90625,156.125,154.96875,155.46875,0.03125,155.53125,4353.0,10327.0
2017-06-12,155.5625,155.9375,155.15625,155.28125,0.25,155.28125,4396.0,7968.0
2017-06-13,155.34375,155.4375,154.90625,155.21875,0.03125,155.3125,2947.0,4851.0
2017-06-14,155.40625,157.40625,155.21875,157.0625,1.59375,156.90625,1044.0,3304.0
2017-06-15,157.0,157.21875,156.5,156.65625,0.1875,156.71875,580.0,2898.0
2017-06-16,156.625,157.15625,156.46875,157.03125,0.15625,156.875,905.0,2592.0
2017-06-19,156.9375,157.3125,156.5625,156.65625,0.21875,156.65625,4501.0,992.0
2017-06-20,156.6875,157.71875,156.5625,157.53125,0.96875,157.625,553.0,904.0
2017-06-21,157.5,157.875,157.15625,157.625,0.03125,157.59375,287.0,660.0
2017-06-22,156.34375,156.71875,156.15625,156.625,0.03125,156.46875,194505.0,761561.0
2017-06-23,156.625,156.6875,156.15625,156.5625,0.15625,156.625,171608.0,764972.0
2017-06-26,156.5625,157.25,156.3125,156.90625,0.28125,156.90625,203468.0,745925.0
2017-06-27,156.875,157.1875,155.21875,155.5,1.21875,155.6875,328829.0,745113.0
2017-06-28,155.53125,155.6875,154.28125,154.84375,0.6875,155.0,315492.0,750190.0
2017-06-29,154.90625,155.0625,153.5625,154.25,0.75,154.25,347708.0,752806.0
2017-06-30,154.25,154.3125,153.5625,153.8125,0.5625,153.6875,349164.0,754133.0
2017-07-03,153.78125,153.9375,152.84375,152.9375,0.625,153.0625,171648.0,745851.0
2017-07-05,152.96875,153.78125,152.90625,153.4375,0.28125,153.34375,249153.0,734396.0
2017-07-06,153.40625,153.46875,151.875,152.28125,1.0625,152.28125,305658.0,734486.0
2017-07-07,152.28125,152.375,151.5625,151.78125,0.625,151.65625,273433.0,727663.0
2017-07-10,151.78125,152.21875,151.625,151.96875,0.34375,152.0,173229.0,733597.0
2017-07-11,151.9375,152.3125,151.625,152.03125,0.0625,152.0625,211475.0,725122.0
2017-07-12,152.03125,153.09375,151.96875,152.90625,0.71875,152.78125,266522.0,730645.0
2017-07-13,152.875,153.34375,151.875,152.21875,0.59375,152.1875,239692.0,734341.0
2017-07-14,152.25,153.5,152.03125,152.4375,0.4375,152.625,265888.0,731784.0
2017-07-17,152.40625,153.0625,152.375,152.65625,0.25,152.875,157983.0,719820.0
2017-07-18,152.65625,153.96875,152.625,153.90625,0.96875,153.84375,212355.0,722495.0
2017-07-19,153.84375,154.09375,153.625,153.84375,0.09375,153.9375,153733.0,725921.0
2017-07-20,153.84375,154.6875,153.78125,154.25,0.125,154.0625,237001.0,724344.0
2017-07-21,154.1875,154.96875,154.0625,154.625,0.71875,154.78125,161190.0,730700.0
2017-07-24,154.625,154.84375,154.15625,154.15625,0.53125,154.25,131102.0,720600.0
2017-07-25,154.1875,154.34375,152.46875,152.46875,1.625,152.625,250362.0,724647.0
2017-07-26,152.5,153.3125,152.25,153.03125,0.53125,153.15625,264610.0,729813.0
2017-07-27,153.0625,153.40625,152.09375,152.59375,0.5625,152.59375,287637.0,735083.0
2017-07-28,152.65625,153.21875,152.09375,153.125,0.59375,153.1875,248448.0,729890.0
2017-07-31,153.15625,153.5,152.65625,153.0,0.21875,152.96875,194823.0,727499.0
2017-08-01,152.9375,154.09375,152.28125,153.90625,1.0625,154.03125,303373.0,730749.0
2017-08-02,153.90625,154.5625,153.53125,153.96875,0.1875,154.21875,262779.0,735948.0
2017-08-03,153.96875,155.28125,153.96875,155.15625,0.78125,155.0,210445.0,744355.0
2017-08-04,155.125,155.3125,153.6875,154.15625,0.90625,154.09375,237566.0,750231.0
2017-08-07,154.125,154.46875,153.875,154.40625,0.21875,154.3125,130750.0,751826.0
2017-08-08,154.40625,154.5,153.53125,154.125,0.59375,153.71875,188397.0,752649.0
2017-08-09,154.1875,155.25,154.15625,154.5625,1.0,154.71875,246105.0,753872.0
2017-08-10,154.625,155.59375,154.40625,155.53125,0.625,155.34375,275464.0,752782.0
2017-08-11,155.53125,155.90625,154.71875,155.5,0.125,155.46875,268398.0,752367.0
2017-08-14,155.40625,155.5,154.84375,155.125,0.3125,155.15625,181940.0,741216.0
2017-08-15,155.15625,155.1875,153.75,154.1875,0.75,154.40625,251418.0,740978.0
2017-08-16,154.21875,155.1875,153.8125,155.09375,0.65625,155.0625,215009.0,740557.0
2017-08-17,155.0625,156.0,154.5625,155.875,0.625,155.6875,270102.0,741287.0
2017-08-18,155.875,156.375,155.5,155.8125,0.15625,155.84375,264891.0,735994.0
2017-08-21,155.75,156.28125,155.53125,156.15625,0.3125,156.15625,174689.0,740721.0
2017-08-22,156.1875,156.21875,155.5,155.625,0.5625,155.59375,198048.0,740142.0
2017-08-23,155.65625,156.5625,155.5,156.53125,0.90625,156.5,242571.0,733349.0
2017-08-24,156.5625,156.59375,156.0,156.03125,0.40625,156.09375,377446.0,703296.0
2017-08-25,156.0625,156.75,155.90625,156.65625,0.4375,156.53125,456060.0,607406.0
2017-08-28,156.625,156.8125,156.15625,156.65625,0.21875,156.75,365356.0,410747.0
2017-08-29,157.0,158.125,156.8125,157.09375,0.1875,156.9375,412289.0,240724.0
2017-08-30,157.03125,157.25,156.71875,157.15625,0.03125,156.90625,204677.0,125357.0
2017-08-31,157.125,157.5,156.75,157.4375,0.46875,157.375,58153.0,73494.0
2017-09-01,157.4375,158.0,156.21875,156.3125,0.90625,156.46875,24030.0,45701.0
2017-09-05,156.84375,158.5,156.46875,158.4375,1.8125,158.28125,13633.0,34187.0
2017-09-06,158.4375,158.65625,157.53125,157.6875,0.65625,157.625,7030.0,29104.0
2017-09-07,157.6875,159.21875,157.65625,159.03125,1.03125,158.65625,4095.0,25609.0
2017-09-08,158.96875,159.5625,158.34375,158.78125,0.09375,158.5625,4564.0,22230.0
2017-09-11,158.125,158.15625,157.0625,157.28125,1.28125,157.28125,4638.0,19170.0
2017-09-12,157.34375,157.34375,156.40625,156.5625,0.75,156.53125,1490.0,15441.0
2017-09-13,156.46875,156.875,156.09375,156.1875,0.4375,156.09375,3448.0,14759.0
2017-09-14,156.28125,156.5625,155.6875,156.5625,0.15625,156.25,2940.0,12161.0
2017-09-15,156.625,156.75,156.0625,156.3125,0.0625,156.3125,1895.0,10854.0
2017-09-18,156.21875,156.28125,155.46875,155.6875,0.6875,155.625,1506.0,9162.0
2017-09-19,155.8125,156.0,155.34375,155.34375,0.21875,155.40625,2812.0,8340.0
2017-09-20,155.46875,155.6875,155.21875,155.3125,0.0625,155.34375,2707.0,5959.0
2017-09-21,153.90625,154.53125,153.65625,153.9375,0.125,153.875,241363.0,715100.0
2017-09-22,153.9375,154.59375,153.90625,154.375,0.21875,154.09375,222334.0,715126.0
2017-09-25,154.25,155.125,154.0625,154.875,0.8125,154.90625,268954.0,711230.0
2017-09-26,154.84375,155.09375,154.34375,154.65625,0.125,154.78125,223939.0,709636.0
2017-09-27,154.65625,154.78125,152.75,152.9375,1.84375,152.9375,397988.0,715819.0
2017-09-28,152.90625,153.125,152.03125,152.75,0.15625,152.78125,332130.0,720058.0
2017-09-29,152.75,153.0,152.375,152.6875,0.03125,152.8125,351044.0,708762.0
2017-10-02,152.6875,153.125,152.0625,152.53125,0.125,152.6875,254181.0,712658.0
2017-10-03,152.5625,152.875,152.0,152.78125,0.0625,152.625,227322.0,721776.0
2017-10-04,152.8125,153.25,152.1875,152.78125,0.0625,152.5625,222592.0,730265.0
2017-10-05,152.75,152.9375,152.03125,152.28125,0.3125,152.25,217419.0,734271.0
2017-10-06,152.28125,152.375,151.21875,152.15625,0.34375,151.90625,329040.0,742103.0
2017-10-09,152.0625,152.3125,151.875,152.21875,0.1875,152.09375,48166.0,747165.0
2017-10-10,152.21875,153.0625,151.875,152.15625,0.40625,152.5,285258.0,747350.0
2017-10-11,152.1875,152.875,152.0625,152.4375,0.0625,152.5625,200040.0,741040.0
2017-10-12,152.4375,153.1875,152.3125,153.1875,0.53125,153.09375,255739.0,740139.0
2017-10-13,153.125,154.15625,152.9375,154.15625,0.90625,154.0,287200.0,743434.0
2017-10-16,154.09375,154.125,153.5625,153.75,0.28125,153.71875,196666.0,741404.0
2017-10-17,153.75,154.09375,153.3125,154.03125,0.34375,154.0625,206322.0,838803.0
2017-10-18,154.0625,154.09375,152.78125,152.9375,1.03125,153.03125,244765.0,739404.0
2017-10-19,152.90625,154.0625,152.90625,153.4375,0.5,153.53125,291496.0,735393.0
2017-10-20,153.40625,153.5625,151.78125,152.09375,1.34375,152.1875,344080.0,748556.0
2017-10-23,152.09375,152.625,151.875,152.46875,0.15625,152.34375,188607.0,746705.0
2017-10-24,152.4375,152.53125,151.28125,151.46875,0.65625,151.6875,231882.0,738654.0
2017-10-25,151.5,151.625,150.4375,151.125,0.78125,150.90625,361785.0,739886.0
2017-10-26,151.15625,151.6875,150.46875,150.53125,0.1875,150.71875,300367.0,746649.0
2017-10-27,150.53125,151.5625,150.3125,151.53125,0.46875,151.1875,338786.0,746156.0
2017-10-30,151.5,152.4375,151.34375,152.34375,1.1875,152.375,228202.0,738984.0
2017-10-31,152.28125,152.59375,152.09375,152.34375,0.09375,152.46875,221523.0,729116.0
2017-11-01,152.375,153.3125,151.96875,152.8125,0.28125,152.75,311754.0,729381.0
2017-11-02,152.90625,153.6875,152.6875,153.5,0.71875,153.46875,274250.0,732276.0
2017-11-03,153.5,154.0,153.34375,153.84375,0.1875,153.65625,256068.0,735323.0
2017-11-06,153.75,154.375,153.375,154.25,0.5625,154.21875,188143.0,737362.0
2017-11-07,154.28125,154.75,153.90625,154.46875,0.46875,154.6875,271718.0,741781.0
2017-11-08,154.53125,154.8125,154.125,154.15625,0.34375,154.34375,206325.0,751740.0
2017-11-09,154.15625,154.4375,153.5625,153.625,0.46875,153.875,354106.0,758380.0
2017-11-10,153.6875,153.78125,152.0625,152.25,1.5625,152.3125,317396.0,769975.0
2017-11-13,152.15625,152.9375,152.03125,152.28125,0.09375,152.40625,253610.0,763823.0
2017-11-14,152.34375,153.125,152.15625,153.0,0.46875,152.875,253353.0,762195.0
2017-11-15,153.0625,154.3125,153.03125,154.25,1.125,154.0,325324.0,752627.0
2017-11-16,154.28125,154.28125,153.09375,153.125,0.4375,153.5625,255060.0,756583.0
2017-11-17,153.15625,154.15625,153.09375,154.0,0.21875,153.78125,239900.0,756246.0
2017-11-20,154.03125,154.4375,153.59375,153.8125,0.125,153.65625,236119.0,748630.0
2017-11-21,153.8125,154.6875,153.75,154.1875,0.4375,154.09375,387245.0,736301.0
2017-11-22,154.1875,154.625,153.53125,154.59375,0.40625,154.5,319564.0,672441.0
2017-11-24,154.625,154.75,153.90625,154.3125,0.25,154.25,159120.0,614101.0
2017-11-27,154.3125,154.75,153.9375,154.3125,0.09375,154.34375,581640.0,567083.0
2017-11-28,154.3125,154.84375,154.0625,154.40625,0.0625,154.28125,469822.0,375281.0
2017-11-29,154.40625,154.6875,152.875,153.125,0.96875,153.3125,338554.0,179249.0
2017-11-30,153.15625,153.3125,152.125,152.96875,0.46875,152.84375,65638.0,79869.0
2017-12-01,152.96875,155.28125,152.875,154.28125,1.53125,154.375,40363.0,51841.0
2017-12-04,153.625,154.3125,153.1875,154.21875,0.25,154.125,13572.0,41761.0
2017-12-05,154.1875,154.90625,153.78125,154.8125,0.6875,154.8125,7124.0,36385.0
2017-12-06,154.75,155.65625,154.65625,154.96875,0.34375,155.15625,13727.0,32632.0
2017-12-07,154.96875,155.53125,153.96875,154.28125,1.1875,153.96875,2131.0,22198.0
2017-12-08,154.21875,154.375,153.6875,154.125,0.03125,154.0,4660.0,21458.0
2017-12-11,154.125,154.71875,154.03125,154.0625,0.15625,154.15625,2184.0,17940.0
2017-12-12,154.15625,154.28125,153.3125,153.875,0.375,153.78125,1368.0,16508.0
2017-12-13,153.9375,154.875,153.4375,154.875,1.03125,154.8125,1691.0,15669.0
2017-12-14,154.625,155.25,154.25,155.1875,0.40625,155.21875,1949.0,15317.0
2017-12-15,155.125,155.5,154.8125,155.375,0.15625,155.375,1336.0,14871.0
2017-12-18,155.28125,155.28125,154.1875,154.34375,1.09375,154.28125,2633.0,14847.0
2017-12-19,154.3125,154.5,152.53125,152.53125,1.75,152.53125,2758.0,13837.0
2017-12-20,151.65625,151.875,150.4375,150.5625,0.9375,150.5625,288488.0,755764.0
2017-12-21,150.53125,151.25,150.46875,151.0,0.625,151.1875,185263.0,754809.0
2017-12-22,151.0,151.21875,150.875,151.03125,0.1875,151.0,98151.0,752910.0
2017-12-26,150.90625,151.78125,150.75,151.375,0.625,151.625,77670.0,751351.0
2017-12-27,151.375,153.125,151.375,152.96875,1.3125,152.9375,224965.0,753515.0
2017-12-28,152.90625,152.90625,152.40625,152.71875,0.21875,152.71875,148281.0,759049.0
2017-12-29,152.71875,153.09375,152.3125,152.8125,0.28125,153.0,166824.0,765620.0
2018-01-02,152.84375,152.90625,151.375,151.6875,1.25,151.75,240012.0,758825.0
2018-01-03,151.6875,152.40625,151.53125,152.25,0.5625,152.3125,196922.0,759743.0
2018-01-04,152.21875,152.40625,151.59375,152.28125,,152.3125,220618.0,763272.0
2018-01-05,152.3125,152.65625,151.65625,151.8125,0.5,151.8125,246895.0,767158.0
2018-01-08,151.84375,152.21875,151.46875,151.78125,0.09375,151.71875,142512.0,764684.0
2018-01-09,151.78125,151.8125,150.03125,150.0625,1.5,150.21875,363207.0,762420.0
2018-01-10,150.03125,150.1875,149.09375,149.875,0.15625,150.0625,416968.0,771283.0
2018-01-11,149.90625,150.625,149.53125,150.3125,0.375,150.4375,361618.0,791735.0
2018-01-12,150.15625,150.59375,149.53125,150.5,0.0625,150.5,285738.0,796969.0
2018-01-16,150.5,151.03125,150.3125,150.90625,0.3125,150.8125,266091.0,790567.0
2018-01-17,150.875,151.1875,150.09375,150.125,0.5,150.3125,294799.0,785104.0
2018-01-18,150.125,150.25,149.09375,149.125,0.875,149.4375,360652.0,787938.0
2018-01-19,149.15625,149.375,148.53125,148.5625,0.4375,149.0,344749.0,792496.0
2018-01-22,148.90625,149.28125,148.375,148.90625,0.3125,148.6875,225425.0,795509.0
2018-01-23,148.875,149.6875,148.78125,149.375,0.53125,149.21875,280272.0,805389.0
2018-01-24,149.375,149.5,148.21875,148.65625,0.75,148.46875,354344.0,808075.0
2018-01-25,148.65625,149.5,148.34375,149.40625,0.9375,149.40625,372967.0,812706.0
2018-01-26,149.375,149.46875,148.46875,148.8125,0.65625,148.75,274002.0,812133.0
2018-01-29,148.75,148.90625,147.5625,148.125,0.625,148.125,306984.0,805693.0
2018-01-30,148.0625,148.34375,147.125,147.40625,0.75,147.375,380964.0,805759.0
2018-01-31,147.4375,148.1875,147.09375,148.0625,0.4375,147.8125,505384.0,801599.0
2018-02-01,148.03125,148.0625,146.09375,146.1875,1.25,146.5625,453464.0,802571.0
2018-02-02,146.1875,146.375,144.75,145.0,1.78125,144.78125,550664.0,804204.0
2018-02-05,144.9375,147.5,144.09375,146.90625,0.90625,145.6875,700723.0,805109.0
2018-02-06,146.90625,147.71875,145.46875,145.5625,0.34375,146.03125,655260.0,799340.0
2018-02-07,145.5625,146.375,144.34375,144.65625,1.40625,144.625,471471.0,784048.0
2018-02-08,144.65625,144.96875,143.625,144.28125,0.53125,144.09375,686575.0,790636.0
2018-02-09,144.15625,144.78125,143.59375,143.8125,0.0625,144.15625,602895.0,795531.0
2018-02-12,143.71875,145.1875,143.125,144.3125,0.25,144.40625,407512.0,792766.0
2018-02-13,144.25,144.9375,144.1875,144.84375,0.15625,144.5625,252330.0,824667.0
2018-02-14,144.78125,145.28125,143.21875,143.59375,1.1875,143.375,433219.0,817883.0
2018-02-15,143.5625,144.34375,143.125,143.65625,0.625,144.0,340799.0,825704.0
2018-02-16,143.625,144.84375,143.5625,144.21875,0.21875,144.21875,294344.0,823625.0
2018-02-20,144.1875,144.46875,143.4375,143.90625,0.34375,143.875,323574.0,822091.0
2018-02-21,143.90625,144.1875,142.4375,142.71875,1.1875,142.6875,360608.0,809595.0
2018-02-22,142.71875,143.59375,142.65625,143.03125,0.4375,143.125,512552.0,775149.0
2018-02-23,143.0625,144.25,142.75,144.15625,0.9375,144.0625,469160.0,620203.0
2018-02-26,144.125,144.84375,143.96875,144.15625,0.15625,144.21875,578988.0,458674.0
2018-02-27,144.125,144.53125,143.1875,143.78125,0.65625,143.5625,353418.0,192928.0
2018-02-28,143.8125,144.5625,143.5625,144.5,0.875,144.4375,57478.0,74398.0
2018-03-01,144.5,145.53125,144.1875,145.34375,0.90625,145.34375,35588.0,35314.0
2018-03-02,145.34375,145.625,144.1875,144.3125,0.90625,144.4375,11720.0,27060.0
2018-03-05,144.3125,145.1875,143.6875,144.03125,0.3125,144.125,7524.0,20196.0
2018-03-06,144.03125,144.75,143.6875,144.125,0.28125,144.40625,4912.0,16295.0
2018-03-07,144.34375,145.0,144.0625,144.1875,0.28125,144.125,7260.0,14151.0
2018-03-08,144.1875,145.03125,144.0625,144.8125,0.46875,144.59375,2428.0,9145.0
2018-03-09,144.65625,144.71875,143.84375,144.15625,0.4375,144.15625,1289.0,5714.0
2018-03-12,144.0,144.78125,143.90625,144.6875,0.59375,144.75,1354.0,2183.0
2018-03-13,144.59375,145.40625,144.46875,145.1875,0.40625,145.15625,817.0,2233.0
2018-03-14,145.25,146.125,145.125,145.875,0.71875,145.875,539.0,1995.0
2018-03-15,146.15625,146.21875,145.65625,145.875,0.0625,145.8125,306.0,1752.0
2018-03-16,145.875,146.34375,145.3125,145.46875,0.375,145.4375,968.0,1562.0
2018-03-19,145.375,145.6875,144.875,145.3125,0.09375,145.53125,710.0,1362.0
2018-03-20,144.75,144.96875,144.65625,144.875,0.71875,144.8125,112.0,888.0
2018-03-21,143.5,144.15625,142.9375,143.75,0.34375,143.5,285459.0,790548.0
